"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00200544","0003179100","事業活動の産業（中分類）別売上高【2013年1月～2023年12月】※2022年12月までは調整値","-",,"2024-03-29"
"00200544","0004012600","＜時系列＞事業活動の産業（中分類）別売上高（月次）【2013年1月～】※2022年12月までは調整値","月次",,"2024-08-30"
"00200544","0004012602","＜時系列＞事業活動の産業（中分類）別売上高（四半期）【2013年1-3月期～】※2022年10-12月期までは調整値","四半期",,"2024-08-30"
"00200544","0004012604","＜時系列＞事業活動の産業（中分類）別売上高（年次）【2013年～】※2022年までは調整値","年次",,"2024-08-30"
"00200544","0003179101","事業所・企業等の産業（中分類）別事業従事者数【2013年1月～2023年12月】※2022年12月までは調整値","-",,"2024-03-29"
"00200544","0004012601","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（月次）【2013年1月～】※2022年12月までは調整値","月次",,"2024-08-30"
"00200544","0004012603","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（四半期）【2013年1-3月期～】※2022年10-12月期までは調整値","四半期",,"2024-08-30"
"00200544","0004012605","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（年次）【2013年～】※2022年までは調整値","年次",,"2024-08-30"
"00200544","0003085562","事業所・企業等の産業（中分類）別売上高、従業上の地位別事業従事者数（月次）【2013年1月～】","月次",,"2024-08-30"
"00200544","0003085612","事業所・企業等の産業（中分類）別売上高、従業上の地位別事業従事者数（四半期）【2013年1-3月期～】","四半期",,"2024-08-30"
"00200544","0003090498","事業所・企業等の産業（中分類）別売上高、従業上の地位別事業従事者数（年）【2013年～】","年次",,"2024-05-31"
"00200544","0003191203","事業活動の産業（中分類）別売上高（月次）【2013年1月～】","月次",,"2024-08-30"
"00200544","0003191286","事業活動の産業（中分類）別売上高（四半期）【2013年1-3月期～】","四半期",,"2024-08-30"
"00200544","0003085489","事業活動の産業（中分類）別需要の状況【2013年1月～2016年12月】","月次",,"2024-02-29"
"00200544","0003085521","事業活動の産業（中分類），事業所・企業等の産業（中分類）別売上高（月次）【2013年1月～12月】","月次",,"2024-02-29"
"00200544","0003085532","事業活動の産業（中分類），事業所・企業等の産業（中分類）別売上高（四半期）【2013年1-3月期～10-12月期】","四半期",,"2024-02-29"
"00200544","0003094573","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別売上高（月次）【2013年1月～2015年3月】","月次",,"2024-02-29"
"00200544","0003094615","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別売上高（四半期）【2013年1-3月期～2015年1-3月期】","四半期",,"2024-02-29"
"00200544","0003094630","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別売上高（年次）【2013年～2014年】","年次",,"2024-02-29"
"00200544","0003109128","事業活動の産業（中分類）、事業所・企業等の事業従事者規模別売上高（年次）【2013年～】","年次",,"2024-02-29"
"00200544","0003109117","事業活動の産業（中分類），経営組織別売上高（年次）【2013年～2018年】","年次",,"2024-02-29"
"00200544","0003109097","事業活動の産業（中分類），資本金階級別売上高〔「外国の会社」を除く会社について〕（年次）【2013年～2018年】","年次",,"2024-02-29"
"00200544","0003033222","産業（中分類）別売上高（収入額）および事業従事者数【2008年10月～2012年12月まで】","-",,"2024-02-29"
"00200544","0003067917","産業（一部小分類）別売上高（収入額）・産業（一部小分類），従業上の地位別事業従事者数【2009年～2012年まで】","-",,"2024-02-29"
"00200544","0003067918","産業（中分類），事業従事者規模・経営組織・資本金階級別売上高（収入額）【2009年～2012年まで】","-",,"2024-02-29"
"00200544","0003102823","事業活動の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003102824","事業活動の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003102865","事業活動の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003102885","事業活動の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003102866","事業活動の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003102886","事業活動の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003102860","事業活動の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003102812","事業活動の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003102867","事業所・企業等の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003102830","事業所・企業等の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003102861","事業所・企業等の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003102862","事業所・企業等の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003102868","事業所・企業等の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003102869","事業所・企業等の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003102870","事業所・企業等の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003102905","事業所・企業等の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003102906","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別年間売上高","年次",,"2024-02-29"
"00200544","0003102907","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別事業従事者数","年次",,"2024-02-29"
"00200544","0003102908","事業活動の産業（特殊分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003102887","都道府県，事業活動の産業（大分類）別年間売上高","年次",,"2024-02-29"
"00200544","0003189761","事業活動の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び事業従事者数－改定値","年次",,"2024-02-29"
"00200544","0003189780","事業所・企業等の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び事業従事者数－改定値","年次",,"2024-02-29"
"00200544","0003192220","都道府県，事業活動の産業（大分類）別年間売上高－改定値","年次",,"2024-02-29"
"00200544","0003179404","事業活動の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179385","事業活動の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003179348","事業活動の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003179407","事業活動の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003179367","事業活動の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003179388","事業活動の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179366","事業活動の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179365","事業活動の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003179406","事業所・企業等の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179347","事業所・企業等の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003179405","事業所・企業等の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003179386","事業所・企業等の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003179387","事業所・企業等の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003179349","事業所・企業等の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179368","事業所・企業等の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179369","事業所・企業等の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003179408","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別年間売上高","年次",,"2024-02-29"
"00200544","0003179389","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別事業従事者数","年次",,"2024-02-29"
"00200544","0003179351","事業活動の産業（特殊分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179350","都道府県，事業活動の産業（大分類）別年間売上高","年次",,"2024-02-29"
"00200544","0003179360","事業活動の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179380","事業活動の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003179343","事業活動の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003179402","事業活動の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003179362","事業活動の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003179383","事業活動の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179361","事業活動の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179341","事業活動の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003179401","事業所・企業等の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179342","事業所・企業等の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003179400","事業所・企業等の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003179381","事業所・企業等の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003179382","事業所・企業等の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003179344","事業所・企業等の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179363","事業所・企業等の産業（中分類），資本金階級別事業従事者数〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
"00200544","0003179364","事業所・企業等の産業（中分類）別年間収入計（総数，１事業従事者当たり）","年次",,"2024-02-29"
"00200544","0003179403","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別年間売上高","年次",,"2024-02-29"
"00200544","0003179384","事業活動の産業（一部中分類），事業所・企業等の産業（一部中分類）別事業従事者数","年次",,"2024-02-29"
"00200544","0003179346","事業活動の産業（特殊分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003179345","都道府県，事業活動の産業（大分類）別年間売上高（水準調整値）","年次",,"2024-02-29"
"00200544","0003216895","事業活動の産業（詳細分類）別年間売上高（総数，１事業従事者当たり）及び従業上の地位別事業従事者数","年次",,"2024-02-29"
"00200544","0003216898","事業活動の産業（中分類），事業従事者規模別年間売上高","年次",,"2024-02-29"
"00200544","0003216892","事業活動の産業（中分類），事業従事者規模別事業従事者数","年次",,"2024-02-29"
"00200544","0003216904","事業活動の産業（中分類），経営組織別年間売上高","年次",,"2024-02-29"
"00200544","0003216896","事業活動の産業（中分類），経営組織別事業従事者数","年次",,"2024-02-29"
"00200544","0003216906","事業活動の産業（中分類），資本金階級別年間売上高〔「外国の会社」を除く会社について〕","年次",,"2024-02-29"
