"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00400402","0003240560","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","年次",0,"2024-03-29"
"00400402","0003240561","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","年次",0,"2024-03-29"
"00400402","0003240562","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2024-03-29"
"00400402","0003240562","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2024-03-29"
"00400402","0003240563","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","年次",0,"2024-01-11"
"00400402","0003240564","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","年次",0,"2024-01-11"
"00400402","0003240565","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2024-01-11"
"00400402","0003240565","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2024-01-11"
"00400402","0003240566","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","年次",0,"2023-03-17"
"00400402","0003240567","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","年次",0,"2023-03-17"
"00400402","0003240568","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2023-03-17"
"00400402","0003240568","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2023-03-17"
"00400402","0003240569","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","年次",0,"2023-05-26"
"00400402","0003240570","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","年次",0,"2023-05-26"
"00400402","0003240571","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2023-05-26"
"00400402","0003240571","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","年次",0,"2023-05-26"
