"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00500247","0003294612","総括表 全国農業地域・都道府県別（農業）　農業生産関連事業の従事者数","年度次","201304-201403","2019-03-13"
"00500247","0003294615","総括表 都道府県別（漁業）　漁業生産関連事業の従事者数","年度次","201304-201403","2019-03-13"
"00500247","0003295171","農家レストラン（農業経営体・農業協同組合等） 従事者数規模別　１事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃、年間仕入金額及び年間売上金額","年度次","201304-201403","2019-03-13"
"00500247","0003297660","農家レストラン（農業経営体・農業協同組合等） 従事者数規模別　農業経営体・農協等別事業体数、従事者数、年間雇用労賃、年間仕入金額及び年間売上金額","年度次","201304-201403","2019-03-13"
"00500247","0003216320","総括表 農業・漁業生産関連事業別 年間販売金額及び年間販売金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216321","総括表 農業・漁業生産関連事業別 従事者数及び雇用者の男女別割合","年度次","201404-201503","2018-02-28"
"00500247","0003216322","総括表 農業・漁業生産関連事業別 産地別年間仕入金額（農産物直売所は販売金額）","年度次","201404-201503","2018-02-28"
"00500247","0003216323","総括表 全国農業地域・都道府県別（農業） 農業生産関連事業の年間販売金額及び事業体数","年度次","201404-201503","2018-02-28"
"00500247","0003216324","総括表 全国農業地域・都道府県別（農業） 農業生産関連事業の従事者数","年度次","201404-201503","2018-02-28"
"00500247","0003216325","総括表 都道府県別（漁業） 漁業生産関連事業の年間販売金額及び事業体数","年度次","201404-201503","2018-02-28"
"00500247","0003216326","総括表 都道府県別（漁業） 漁業生産関連事業の従事者数","年度次","201404-201503","2018-02-28"
"00500247","0003216327","農産物の加工（農業経営体・農協等） 運営主体別 年間販売金額及び年間販売金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216328","農産物の加工（農業経営体・農協等） 運営主体別 販売先別事業体数（複数回答）","年度次","201404-201503","2018-02-28"
"00500247","0003216329","農産物の加工（農業経営体・農協等） 運営主体別 販売先別年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216330","農産物の加工（農業経営体・農協等） 運営主体別 販売地域別年間販売金額","年度次","201404-201503","2018-03-01"
"00500247","0003216331","農産物の加工（農業経営体・農協等） 運営主体別 販売先別販売地域別年間販売金額","年度次","201404-201503","2018-03-01"
"00500247","0003216332","農産物の加工（農業経営体・農協等） 運営主体別 主な加工品目別年間販売金額","年度次","201404-201503","2018-03-01"
"00500247","0003216333","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における従事者数及び男女別・年齢別従事者数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216334","農産物の加工（農業経営体・農協等） 運営主体別 １事業体当たり従事者数","年度次","201404-201503","2018-02-28"
"00500247","0003216335","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における年間雇用労賃及び年間雇用労賃規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216337","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216338","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工の運営に係る経営方針に参画している従事者数及び男女別従事者数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216339","農産物の加工（農業経営体・農協等） 運営主体別 年間仕入金額及び年間仕入金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216340","農産物の加工（農業経営体・農協等） 運営主体別 品目別年間仕入金額","年度次","201404-201503","2018-02-28"
"00500247","0003216341","農産物の加工（農業経営体・農協等） 運営主体別 産地別年間仕入金額","年度次","201404-201503","2018-02-28"
"00500247","0003216342","農産物の加工（農業経営体・農協等） 運営主体別 品目別産地別年間仕入金額","年度次","201404-201503","2018-02-28"
"00500247","0003216343","農産物の加工（農業経営体・農協等） 運営主体別 １事業体当たり稼働日数","年度次","201404-201503","2018-02-28"
"00500247","0003216344","農産物の加工（農業経営体・農協等） 運営主体別 他産業との連携状況別事業体数割合（複数回答）","年度次","201404-201503","2018-02-28"
"00500247","0003216345","農産物の加工（農業経営体・農協等） 従事者数規模別 農業経営体・農協等別事業体数、従事者数、年間雇用労賃、年間仕入金額及び年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216346","農産物の加工（農業経営体・農協等） 従事者数規模別 １事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃、年間仕入金額及び年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216347","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 年間販売金額及び年間販売金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216348","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 年間仕入金額及び年間仕入金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216349","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 品目別年間仕入金額","年度次","201404-201503","2018-02-28"
"00500247","0003216350","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 産地別年間仕入金額","年度次","201404-201503","2018-02-28"
"00500247","0003216351","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 １事業体当たり稼働日数","年度次","201404-201503","2018-02-28"
"00500247","0003216352","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 他産業との連携状況別事業体数割合（複数回答）","年度次","201404-201503","2018-02-28"
"00500247","0003216353","農産物直売所（農業経営体・農協等） 運営主体別 年間販売金額及び年間販売金額規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216354","農産物直売所（農業経営体・農協等） 運営主体別 品目別年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216355","農産物直売所（農業経営体・農協等） 運営主体別 産地別年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216356","農産物直売所（農業経営体・農協等） 運営主体別 品目別産地別年間販売金額","年度次","201404-201503","2018-02-28"
"00500247","0003216357","農産物直売所（農業経営体・農協等） 運営主体別 販売先別事業体数（複数回答）","年度次","201404-201503","2018-02-28"
"00500247","0003216358","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における従事者数及び男女別・年齢別従事者数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216359","農産物直売所（農業経営体・農協等） 運営主体別 １事業体当たり従事者数","年度次","201404-201503","2018-02-28"
"00500247","0003216360","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における年間雇用労賃及び年間雇用労賃規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216361","農産物直売所（農業経営体・農協等） 運営主体別 年間販売金額規模別雇用者数","年度次","201404-201503","2018-02-28"
"00500247","0003216362","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216363","農産物直売所（農業経営体・農協等） 運営主体別 １事業体当たり営業日数及び営業時期別事業体数","年度次","201404-201503","2018-03-01"
"00500247","0003216364","農産物直売所（農業経営体・農協等） 運営主体別 年間購入者数規模別事業体数割合","年度次","201404-201503","2018-02-28"
"00500247","0003216365","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における販売施設の形態別事業体数割合（複数回答）","年度次","201404-201503","2018-02-28"
