"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00250011","0003449063","総括 港別　出入国者","月次",,"2024-08-26"
"00250011","0003449064","総括 港別　入国外国人の国籍・地域","月次",,"2024-08-26"
"00250011","0003449065","総括 港別　出国外国人の国籍・地域","月次",,"2024-08-26"
"00250011","0003449066","外国人 国籍・地域別　入国外国人の在留資格","月次",,"2024-08-26"
"00250011","0003449067","外国人 国籍・地域別　新規入国外国人の在留資格","月次",,"2024-08-26"
"00250011","0003449068","外国人 国籍・地域別　出国外国人の在留資格","月次",,"2024-08-26"
"00250011","0003287527","港別　出入国者　（月次）","月次",,"2024-07-05"
"00250011","0003287583","港別　入国外国人の国籍・地域　（月次）","月次",,"2024-07-05"
"00250011","0003287584","国籍・地域別　入国外国人の在留資格　（月次）","月次",,"2024-07-05"
"00250011","0003287585","港別　出国外国人の国籍・地域　（月次）","月次",,"2024-07-05"
"00250011","0003287586","国籍・地域別　出国外国人の在留資格　（月次）","月次",,"2024-07-05"
"00250011","0003288041","港別　出入国者　","年次",,"2024-07-05"
"00250011","0003288044","国籍・地域別　港別　入国外国人　","年次",,"2024-07-05"
"00250011","0003288045","国籍・地域別　港別　出国外国人　","年次",,"2024-07-05"
"00250011","0003288048","国籍・地域別　在留資格別　入国外国人","年次",,"2024-07-05"
"00250011","0003288049","国籍・地域別　在留資格別　新規入国外国人","年次",,"2024-07-05"
"00250011","0003288050","国籍・地域別　在留資格別　出国外国人","年次",,"2024-07-05"
"00250011","0003288051","国籍・地域別　再入国の許可を得ている入国外国人の在留資格","年次",,"2024-07-05"
"00250011","0003288052","国籍・地域別　再入国の許可を得ている出国外国人の在留資格","年次",,"2024-07-05"
"00250011","0003288053","国籍・地域別　入国目的別　新規入国外国人（短期滞在・特定活動等）","年次",,"2024-07-05"
"00250011","0003288054","国籍・地域別　入国外国人の年齢及び男女別","年次",,"2023-07-25"
"00250011","0003288055","国籍・地域別　出国外国人の年齢及び男女別","年次",,"2023-07-25"
"00250011","0003288056","国籍・地域別　出国外国人の滞在期間（全出国者）","年次",,"2023-07-25"
"00250011","0003288057","国籍・地域別　出国外国人の滞在期間（短期滞在者）","年次",,"2023-07-25"
"00250011","0003288060","住所地別　年齢（５歳階級）・性別　出国日本人","年次",,"2024-07-05"
